# line thread mrep count
1 1 skip_list 0
2 1 cuckoo 0
4 2 skip_list 0
5 2 cuckoo 0
7 4 skip_list 0
8 4 cuckoo 0
10 8 skip_list 16849
11 8 cuckoo 19526
13 16 skip_list 86518
14 16 cuckoo 72493
