# line thread mrep count
1 1 skip_list 138140
2 1 cuckoo 208077
4 2 skip_list 116896
5 2 cuckoo 177416
7 4 skip_list 114021
8 4 cuckoo 264167
10 8 skip_list 91815
11 8 cuckoo 284497
13 16 skip_list 67720
14 16 cuckoo 287835
