# line thread mrep count
1 1 skip_list 1136496
2 1 cuckoo 365984
3 1 prefix_hash 1213027
4 1 hash_linkedlist 1223022
6 2 skip_list 411446
7 2 cuckoo 330033
8 2 prefix_hash 806009
9 2 hash_linkedlist 884101
11 4 skip_list 536026
12 4 cuckoo 286644
13 4 prefix_hash 803182
14 4 hash_linkedlist 900860
16 8 skip_list 387311
17 8 cuckoo 254139
18 8 prefix_hash 869088
19 8 hash_linkedlist 808563
21 16 skip_list 278916
22 16 cuckoo 261108
23 16 prefix_hash 914613
24 16 hash_linkedlist 964727
