# line thread mrep count
1 1 skip_list 987747
2 1 cuckoo 1202464
3 1 prefix_hash 1191247
4 1 hash_linkedlist 1038519
6 2 skip_list 6067463
7 2 cuckoo 1025868
8 2 prefix_hash 918204
9 2 hash_linkedlist 757132
11 4 skip_list 496511
12 4 cuckoo 565825
13 4 prefix_hash 407008
14 4 hash_linkedlist 428957
16 8 skip_list 73855
17 8 cuckoo 200651
18 8 prefix_hash 130104
19 8 hash_linkedlist 132147
21 16 skip_list 0
22 16 cuckoo 0
23 16 prefix_hash 0
24 16 hash_linkedlist 0
