# line thread mrep count
1 1 skip_list 136831
2 1 cuckoo 225722
3 1 prefix_hash 175052
4 1 hash_linkedlist 138347
6 2 skip_list 77973
7 2 cuckoo 290768
8 2 prefix_hash 250188
9 2 hash_linkedlist 190804
11 4 skip_list 194403
12 4 cuckoo 390888
13 4 prefix_hash 322200
14 4 hash_linkedlist 208892
16 8 skip_list 203539
17 8 cuckoo 550259
18 8 prefix_hash 376023
19 8 hash_linkedlist 209762
21 16 skip_list 200204
22 16 cuckoo 587864
23 16 prefix_hash 398982
24 16 hash_linkedlist 188251
