# line thread mrep count
1 1 skip_list 4265343
2 1 cuckoo 871620
4 2 skip_list 6399465
5 2 cuckoo 1680909
7 4 skip_list 8253610
8 4 cuckoo 2272585
10 8 skip_list 8763758
11 8 cuckoo 4512823
13 16 skip_list 8690815
14 16 cuckoo 8488302
