# line thread mrep count
1 1 skip_list 1344853
2 1 cuckoo 1346554
4 2 skip_list 67906
5 2 cuckoo 901574
7 4 skip_list 91971
8 4 cuckoo 102338
10 8 skip_list 269474
11 8 cuckoo 280405
13 16 skip_list 185509
14 16 cuckoo 735481
