# line thread mrep count
1 1 skip_list 15354475
2 1 cuckoo 15401599
4 2 skip_list 10711066
5 2 cuckoo 17652152
7 4 skip_list 24741243
8 4 cuckoo 24770112
10 8 skip_list 43400033
11 8 cuckoo 43038914
13 16 skip_list 82639523
14 16 cuckoo 88177653
