# line thread mrep count
1 1 skip_list 3835901
2 1 cuckoo 841575
3 1 prefix_hash 40000
4 1 hash_linkedlist 43478
6 2 skip_list 6342299
7 2 cuckoo 1604787
8 2 prefix_hash 41666
9 2 hash_linkedlist 45454
11 4 skip_list 8224564
12 4 cuckoo 1985373
13 4 prefix_hash 37037
14 4 hash_linkedlist 23809
16 8 skip_list 8376534
17 8 cuckoo 4218602
18 8 prefix_hash 16949
19 8 hash_linkedlist 15625
21 16 skip_list 8246264
22 16 cuckoo 11133748
23 16 prefix_hash 10989
24 16 hash_linkedlist 14492
