# line thread mrep count
1 1 skip_list 2159004
2 1 cuckoo 2172664
3 1 prefixhash 2158813
4 1 hash_linkedlist 725478
6 2 skip_list 20539
7 2 cuckoo 2324673
8 2 prefixhash 2301877
9 2 hash_linkedlist 2040971
11 4 skip_list 5159295
12 4 cuckoo 3828505
13 4 prefixhash 1994522
14 4 hash_linkedlist 54396
16 8 skip_list 141059
17 8 cuckoo 76041
18 8 prefixhash 219850
19 8 hash_linkedlist 121688
21 16 skip_list 12275552
22 16 cuckoo 478382
23 16 prefixhash 329662
24 16 hash_linkedlist 515421
