# line thread mrep count
1 1 skip_list 243010
2 1 cuckoo 370626
3 1 prefix_hash 292284
4 1 hash_linkedlist 319028
6 2 skip_list 286737
7 2 cuckoo 295336
8 2 prefix_hash 300214
9 2 hash_linkedlist 214118
11 4 skip_list 439844
12 4 cuckoo 511812
13 4 prefix_hash 405455
14 4 hash_linkedlist 268328
16 8 skip_list 650368
17 8 cuckoo 806867
18 8 prefix_hash 421441
19 8 hash_linkedlist 232307
21 16 skip_list 927140
22 16 cuckoo 931087
23 16 prefix_hash 381593
24 16 hash_linkedlist 167035
