# line thread mrep count
1 1 skip_list 647555
2 1 cuckoo 650030
4 2 skip_list 170353
5 2 cuckoo 1158090
7 4 skip_list 2312529
8 4 cuckoo 2240254
10 8 skip_list 1029142
11 8 cuckoo 1292695
13 16 skip_list 11564028
14 16 cuckoo 4962253
