# line thread mrep count
1 1 skip_list 400857
2 1 cuckoo 362695
3 1 prefix_hash 367438
4 1 hash_linkedlist 377312
6 2 skip_list 293343
7 2 cuckoo 290410
8 2 prefix_hash 290913
9 2 hash_linkedlist 255281
11 4 skip_list 493497
12 4 cuckoo 505441
13 4 prefix_hash 496720
14 4 hash_linkedlist 420514
16 8 skip_list 708754
17 8 cuckoo 711407
18 8 prefix_hash 629030
19 8 hash_linkedlist 608436
21 16 skip_list 769268
22 16 cuckoo 758700
23 16 prefix_hash 661808
24 16 hash_linkedlist 725102
