# line thread mrep count
1 1 skip_list 138278
2 1 cuckoo 111784
3 1 prefixhash 138603
4 1 hash_linkedlist 58720
6 2 skip_list 833706
7 2 cuckoo 333941
8 2 prefixhash 413072
9 2 hash_linkedlist 176475
11 4 skip_list 1939456
12 4 cuckoo 1100404
13 4 prefixhash 1358174
14 4 hash_linkedlist 584885
16 8 skip_list 660034
17 8 cuckoo 25074
18 8 prefixhash 1006705
19 8 hash_linkedlist 2082077
21 16 skip_list 5344227
22 16 cuckoo 82178
23 16 prefixhash 3767856
24 16 hash_linkedlist 1544098
